objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Targi","118048","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97644511","7.41001","7.59597","2.3418","166","41822","thing","Targi","2","2","60","60","60","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Targi: The Expansion","202453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97644515","6.58614","8.09131","2.6176","0","9319","thing","Targi: The Expansion","2","2","60","60","60","2016","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Tash-Kalar: Arena of Legends","146278","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116784794","6.73376","7.14929","2.8435","833","9356","thing","Tash-Kalar: Arena of Legends","2","4","30","30","30","2013","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Tash-Kalar: Arena of Legends – Etherweave","235803","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","117980040","5.78213","8.10895","3.3333","0","1835","thing","Tash-Kalar: Arena of Legends – Etherweave","2","4","60","60","30","2017","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Tash-Kalar: Arena of Legends – Everfrost","165524","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116784797","6.04136","7.83419","3","0","3380","thing","Tash-Kalar: Arena of Legends – Everfrost","2","4","60","60","60","2014","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Tash-Kalar: Arena of Legends – Legendary Summoner Promo","169370","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","134210519","5.60892","7.51808","3","0","937","thing","Tash-Kalar: Arena of Legends – Legendary Summoner Promo","2","4","60","60","60","2014","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Tash-Kalar: Arena of Legends – Nethervoid","180484","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116784798","5.91858","8.01558","2.8333","0","2604","thing","Tash-Kalar: Arena of Legends – Nethervoid","2","4","40","40","40","2015","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"This War of Mine: Days of the Siege","288901","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110429157","5.93436","8.49732","3.3571","0","3363","thing","This War of Mine: Days of the Siege","1","6","120","120","45","2020","1,2","1","16+","Unplayable in another language","","","","","","expansion","","","","",""
"This War of Mine: Farmers","240963","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641136","5.58124","7.76549","2.75","0","1017","thing","This War of Mine: Farmers","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: Heart of the City","244021","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641134","5.58542","7.8634","2.5","0","1004","thing","This War of Mine: Heart of the City","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: Incidents","240961","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641130","5.55927","8.25276","3","0","768","thing","This War of Mine: Incidents","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: Memories From the Past","240960","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641137","5.58062","8.1941","2.5","0","865","thing","This War of Mine: Memories From the Past","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: Orphans","240964","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641139","5.57125","7.78854","2.6667","0","1034","thing","This War of Mine: Orphans","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"This War of Mine: Rubble Die","242067","0","0","0","1","1","0","0","0","0","0","0","3","","","","","","97641125","5.56786","8.34559","2","0","571","thing","This War of Mine: Rubble Die","1","6","120","120","45","2017","1,2,3,4","1,2,3","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"This War of Mine: Sewers","240965","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641142","5.56892","7.8088","3","0","1056","thing","This War of Mine: Sewers","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: Tactics","240966","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641127","5.55825","7.56657","3","0","989","thing","This War of Mine: Tactics","1","6","120","120","45","2017","1,2,3,4","1,2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"This War of Mine: The Board Game","188920","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641124","7.34737","7.76615","3.3274","206","26466","thing","This War of Mine: The Board Game","1","6","120","120","45","2017","1,2,3","1","16+","Unplayable in another language","","","","","","standalone","","Awaken Realms","English","2017","English Kickstarter edition"
"Through the Ages: A New Story of Civilization","182028","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","109244413","8.03055","8.26162","4.4408","15","38945","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Through the Ages: New Leaders and Wonders","280833","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132938798","6.96962","8.89698","4.1837","0","6596","thing","Through the Ages: New Leaders and Wonders","2","4","120","120","120","2020","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"Through the Desert","503","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124339756","6.94501","7.16216","2.166","553","19201","thing","Through the Desert","2","5","45","45","45","2017","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","Z-Man Games","English","2017","English edition 2017"
"Thunder Road: Vendetta","342070","0","0","0","0","0","0","0","0","0","0","1","3","Chrome Deluxe","","","","","116794253","7.24042","7.9404","1.95","265","9757","thing","Thunder Road: Vendetta","2","4","75","75","45","2023","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ticket to Ride Legacy: Legends of the West","390092","0","0","0","0","0","0","0","0","0","0","1","4","english","","","","","125374280","7.66378","8.66907","2.5818","78","12782","thing","Ticket to Ride Legacy: Legends of the West","2","5","90","90","20","2023","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Tigris & Euphrates","42","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","121605242","7.50813","7.70094","3.4837","127","31992","thing","Tigris & Euphrates","2","4","120","120","60","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Fantasy Flight Games","English","2015","Fantasy Flight English edition 2015"
"Tiletum","351913","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","108845454","7.19548","7.86777","3.398","298","9600","thing","Tiletum","1","4","100","100","60","2022","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD","164949","0","0","0","0","0","0","0","0","0","0","1","3","2nd printing","","","","","134621619","6.54284","7.57922","3.0522","1184","3498","thing","Time of Crisis: The Roman Empire in Turmoil, 235-284 AD","2","4","180","180","120","2017","3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Tinta Fantasma","330592","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125618000","6.45804","7.41394","1.1905","1376","4700","thing","Phantom Ink","2","8","15","15","10","2023","4,5,6,7,8","6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","MEBO Games","Portuguese; Spanish","2023","Spanish/Portuguese edition"
"Tiny Epic Game of Thrones","409978","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","114496364","5.81819","7.67085","3.3824","4415","2058","thing","Tiny Epic Game of Thrones","1","4","60","60","45","2025","1,2,3,4","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Trajan","102680","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128194138","7.47547","7.74869","3.6259","141","21742","thing","Trajan","2","4","120","120","60","2023","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Ghenos Games","Italian","2023","Ghenos Games Italian edition"
"Trapwords","257527","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","113168734","6.38422","6.99334","1.4333","1562","7051","thing","Trapwords","4","8","45","45","30","2018","4,5,6,7,8","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Trickerion: Collector's Edition","255668","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102248","7.27998","8.74596","4.526","0","7250","thing","Trickerion: Collector's Edition","1","4","180","180","60","2019","1,2,3,4","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Trickerion: Legends of Illusion","163068","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102252","7.53754","7.97118","4.26","116","16865","thing","Trickerion: Legends of Illusion","2","4","180","180","60","2015","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","126889536","6.94209","7.39168","1.0409","557","17701","thing","Trio","3","6","15","15","15","2024","3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Devir","Spanish","2024","Devir Spanish edition"
"A Tripulação: Missão no Mar Profundo","324856","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","109244404","7.82146","8.08241","2.039","42","45243","thing","The Crew: Mission Deep Sea","2","5","20","20","20","2025","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Devir","Portuguese","2025","Portuguese edition"
"Twilight Imperium: Fourth Edition","233078","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","98878896","8.22681","8.57315","4.3354","5","31924","thing","Twilight Imperium: Fourth Edition","3","6","480","480","240","2017","3,4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Twilight Struggle","12333","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","109480729","8.05048","8.23545","3.6129","14","71668","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Twilight Struggle: Red Sea – Conflict in the Horn of Africa","300192","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111854243","6.11449","7.55966","3.0408","2513","2880","thing","Twilight Struggle: Red Sea – Conflict in the Horn of Africa","1","2","35","35","35","2022","1,2","2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Tzolk'in: Kalendarz Majów","126163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31395337","7.68843","7.85028","3.6647","70","48873","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Rebel Sp. z o.o.","Polish","2012","Polish edition 2012"
"Tzolk'in: The Mayan Calendar – Mini Expansion 1","134380","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","134210569","5.98813","7.54612","3.1724","0","3769","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 1","2","4","90","90","90","2012","2,3,4","2,3","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Tzolk'in: The Mayan Calendar – Mini Expansion 2","142580","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","134210574","5.95101","7.64901","3.2593","0","3462","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 2","2","4","90","90","90","2013","2,3,4","4","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Tzolk'in: The Mayan Calendar – Tribes & Prophecies","143065","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134210584","7.18912","8.11302","3.6118","0","14339","thing","Tzolk'in: The Mayan Calendar – Tribes & Prophecies","2","5","90","90","90","2013","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Tzolk'in: The Mayan Calendar – Tribes & Prophecies: Ek Chuah","149801","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134210586","5.84284","7.65585","3.4","0","2570","thing","Tzolk'in: The Mayan Calendar – Tribes & Prophecies: Ek Chuah","2","5","90","90","90","2013","2,3,4,5","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Ultra Tiny Epic Kingdoms","286447","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640534","5.63043","6.61124","2.0909","7737","2150","thing","Ultra Tiny Epic Kingdoms","1","5","45","45","30","2016","2,3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Undaunted 2200: Callisto","401978","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","110797919","6.00673","7.77314","2.7826","3026","2473","thing","Undaunted 2200: Callisto","1","4","60","60","45","2024","1,2,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Undaunted: Normandy","268864","0","0","0","1","0","0","0","0","0","0","0","4","wait for stalingrad?","","","","","98878336","7.39637","7.7788","2.265","177","25262","thing","Undaunted: Normandy","2","2","60","60","45","2019","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Undaunted: North Africa","290359","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110797920","6.94271","7.76561","2.3093","556","13231","thing","Undaunted: North Africa","2","2","60","60","45","2020","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Undaunted: Stalingrad","354570","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","98877617","6.77111","8.59323","2.6078","776","5064","thing","Undaunted: Stalingrad","2","2","75","75","45","2022","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Osprey Games","English","2022","English edition"
"Underwater Cities","247763","0","0","0","1","0","0","0","0","0","0","0","2","english
","","","","","98892192","7.77557","8.04538","3.5816","50","28432","thing","Underwater Cities","1","4","150","150","80","2018","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Underwater Cities: Mini-expansion","392844","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118169247","5.67464","8.08654","3.8","0","1721","thing","Underwater Cities: Mini-expansion","1","4","160","160","40","2023","1,2,3,4","1,2,3","12+","","","","","","","expansion","","","","",""
"Underwater Cities: New Discoveries","276104","0","0","0","1","0","0","0","0","0","0","0","2","english","","","","","98905835","7.11087","8.46851","3.5926","0","10456","thing","Underwater Cities: New Discoveries","1","4","180","180","100","2019","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Unfathomable","340466","0","0","0","0","0","0","0","0","0","0","0","2","english","","","","","98877851","6.90091","7.47934","3.1204","603","14024","thing","Unfathomable","3","6","240","240","120","2021","4,5,6","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unlock!: Mystery Adventures","228867","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119456256","6.65526","7.3198","2.0851","967","8151","thing","Unlock!: Mystery Adventures","1","6","75","75","45","2017","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","Space Cowboys","Portuguese","2017","Portuguese edition"
"Unmatched Adventures: Tales to Amaze","381297","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","110986329","6.95337","7.99308","2.2687","540","10467","thing","Unmatched Adventures: Tales to Amaze","1","4","60","60","20","2023","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unmatched Adventures: Teenage Mutant Ninja Turtles","425276","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","121610902","5.53633","8.63429","0","14632","218","thing","Unmatched Adventures: Teenage Mutant Ninja Turtles","1","4","40","40","20","2025","","","","","","","","","","standalone","","","","",""
"Unmatched: Battle of Legends, Volume One","274637","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","98925126","7.22518","7.69965","1.9476","272","20028","thing","Unmatched: Battle of Legends, Volume One","2","4","40","40","20","2019","2,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Battle of Legends, Volume Three","439765","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","133403692","5.57854","8.65662","2","10204","359","thing","Unmatched: Battle of Legends, Volume Three","2","4","40","40","20","2025","","","","","","","","","","standalone","","","","",""
"Unmatched: Battle of Legends, Volume Two","335764","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110986289","6.99474","8.24256","2.087","490","9380","thing","Unmatched: Battle of Legends, Volume Two","2","4","40","40","20","2021","2,4","2,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Brains and Brawn","383467","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","110986360","6.21954","8.29329","2.1818","2079","4016","thing","Unmatched: Brains and Brawn","2","3","40","40","20","2023","2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unmatched: Bruce Lee","279645","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","110986323","6.55701","8.40272","1.9231","0","4402","thing","Unmatched: Bruce Lee","2","4","40","40","20","2019","2,4","2","8+","","","","","","","expansion","","","","",""
"Unmatched: Buffy the Vampire Slayer","315060","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","110986310","6.16837","7.53393","2.0833","2275","4064","thing","Unmatched: Buffy the Vampire Slayer","2","4","40","40","20","2020","2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unmatched: Cobble & Fog","294484","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","98925068","7.37641","7.94075","1.9701","189","20620","thing","Unmatched: Cobble & Fog","2","4","40","40","20","2020","2,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Deadpool","335386","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","110986335","5.96717","7.93116","2","0","2257","thing","Unmatched: Deadpool","2","4","40","40","20","2021","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"Unmatched: For King and Country","326937","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986345","6.12942","8.19035","2.4","2440","3619","thing","Unmatched: For King and Country","2","3","40","40","20","2023","2,3","2","12","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unmatched: Hell's Kitchen","326934","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986343","6.42621","8.20584","2.1818","1457","5234","thing","Unmatched: Hell's Kitchen","2","3","40","40","20","2022","2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Houdini vs. The Genie","354544","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110986347","6.60273","8.23348","2.2963","1052","6659","thing","Unmatched: Houdini vs. The Genie","2","2","20","20","20","2022","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex","284778","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986303","6.49094","8.04261","2","1290","6125","thing","Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex","2","2","40","40","20","2022","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Jurassic Park – InGen vs Raptors","284777","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110986300","6.86193","8.11716","1.9677","655","8469","thing","Unmatched: Jurassic Park – InGen vs Raptors","2","2","40","40","20","2020","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Lee vs Ali","428308","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","134308862","0","8.96064","0","0","38","thing","Unmatched: Lee vs Ali","2","2","20","20","20","2025","","","","","","","","","","standalone","","","","",""
"Unmatched: Little Red Riding Hood vs. Beowulf","325635","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110986326","6.96884","8.08817","2","522","10688","thing","Unmatched: Little Red Riding Hood vs. Beowulf","2","2","20","20","20","2020","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Redemption Row","326933","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986334","6.4462","8.19877","2","1405","5163","thing","Unmatched: Redemption Row","2","3","40","40","20","2022","2,3","2","8+","","","","","","","standalone","","","","",""
"Unmatched: Robin Hood vs. Bigfoot","274638","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","108422322","7.06895","7.90815","1.9138","419","12459","thing","Unmatched: Robin Hood vs. Bigfoot","2","2","20","20","20","2019","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: Slings and Arrows","415945","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124696316","6.21621","8.49027","2.375","2094","3510","thing","Unmatched: Slings and Arrows","2","4","40","40","20","2024","2,4","2,4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unmatched: Sun's Origin","383469","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986363","6.20552","8.32073","2","2141","3572","thing","Unmatched: Sun's Origin","2","2","40","40","20","2024","2","2","8+","","","","","","","standalone","","","","",""
"Unmatched: Teen Spirit","326936","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","110986351","5.97556","7.81562","2.125","3212","3430","thing","Unmatched: Teen Spirit","2","3","40","40","20","2023","2,3","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unmatched: The Witcher – Realms Fall","411861","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124696305","5.76001","8.65236","2.4","5092","1397","thing","Unmatched: The Witcher – Realms Fall","2","3","40","40","20","2025","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","IELLO; Restoration Games","English","2025","English (Europe/Asia) edition"
"Unmatched: The Witcher – Steel and Silver","411860","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124696304","5.80165","8.58246","2.3333","4589","1563","thing","Unmatched: The Witcher – Steel and Silver","2","3","40","40","20","2025","2","2","8+","","","","","","","standalone","","IELLO; Restoration Games","English","2025","English (Europe/Asia) edition"
"Vaalbara","361241","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","126889553","6.37525","7.19875","1.7344","1581","4025","thing","Vaalbara","2","5","20","20","20","2023","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","MEBO Games; Studio H","Portuguese; Spanish","2023","Portuguese/Spanish edition"
"The Vale of Eternity","385529","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131811644","7.09271","7.61325","2.1407","392","12290","thing","The Vale of Eternity","2","4","45","45","30","2023","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Mandoo Games","English; Korean","2023","English/Korean edition"
"Vende-se","172","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124836947","7.13743","7.26257","1.2508","346","41957","thing","For Sale","3","6","30","30","30","2018","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","MEBO Games","Portuguese","2018","MEBO Games Portuguese edition"
"Vida na Floresta","391163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125617939","7.3993","7.72974","2.2057","174","28213","thing","Forest Shuffle","2","5","60","60","40","2024","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Lookout Games; MEBO Games","Portuguese","2024","Portuguese edition"
"Vijayanagara: The Deccan Empires of Medieval India, 1290-1398","334363","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132002725","5.9541","8.04377","3.0625","3353","976","thing","Vijayanagara: The Deccan Empires of Medieval India, 1290-1398","1","3","120","120","60","2024","1,2,3","3","12","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","GMT Games","English","2024","English edition"
"Village: Big Box","365056","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","117945400","6.19448","7.80418","3.1667","0","3011","thing","Village: Big Box","1","5","150","150","90","2023","1,2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Viscounts of the West Kingdom","296151","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641223","7.37359","7.80896","3.4555","194","21245","thing","Viscounts of the West Kingdom","1","4","90","90","60","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Viscounts of the West Kingdom: Courier","322276","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641270","5.55579","7.39692","0","0","573","thing","Viscounts of the West Kingdom: Courier","1","4","90","90","60","2021","","","","No necessary in-game text","","","","","","expansion","","","","",""
"Viscounts of the West Kingdom: Crossover Promo Pack","354693","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641292","5.62768","7.97074","0","0","1470","thing","Viscounts of the West Kingdom: Crossover Promo Pack","1","4","0","0","0","2022","","","","","","","","","","expansion","","","","",""
"Viscounts of the West Kingdom: Gates of Gold","343468","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641236","5.97771","8.02187","3.75","0","4459","thing","Viscounts of the West Kingdom: Gates of Gold","1","4","90","90","60","2022","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","expansion","","","","",""
"Viscounts of the West Kingdom: Keeper of Keys","343470","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641251","5.9917","7.97754","3.75","0","4473","thing","Viscounts of the West Kingdom: Keeper of Keys","1","4","90","90","60","2022","1,2,3,4","3,4","14+","","","","","","","expansion","","","","",""
"Viscounts of the West Kingdom: King Dan","304627","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641279","5.55382","7.57895","1","0","566","thing","Viscounts of the West Kingdom: King Dan","1","4","90","90","60","2020","","","","","","","","","","expansion","","","","",""
"Viscounts of the West Kingdom: Suzerain","330373","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641290","5.55672","7.60833","3","0","603","thing","Viscounts of the West Kingdom: Suzerain","1","4","90","90","60","2021","2,3","2","12+","","","","","","","expansion","","","","",""
"Viticulture Essential Edition","183394","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640651","7.81921","7.96983","2.8933","43","74242","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Viticulture: Arboriculture and Formaggio Expansions","130655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640666","5.67122","7.35803","2.7143","0","1138","thing","Viticulture: Arboriculture and Formaggio Expansions","2","6","75","75","75","2013","","","","","","","","","","expansion","","","","",""
